Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
scroll_Recall,items,Book,,,"Recall [d7dce4]Scroll[-] ([ae92d5]{cvar(.scrollRecallCD:0.0)}[-])",,,,,,,,,,,,,,
scroll_RecallDesc,items,Book,,,"Recite the incantation on this Scroll to draw on Arcane forces to Teleport you to your Bedroll. This taxing process takes time and will leave you vulnerable.\n• [ae92d5]Teleport[-]: Bedroll\n• [ae92d5]Cost[-]: 100% Remaining Spirit\n• [ae92d5]Cooldown[-]: 15 Minutes\n• [ae92d5]Time Remaining[-]: {cvar(.scrollRecallCD:0.0)} Minute(s)\n[I][d1d1d1]Damn straight there's no place like home.[-][/I]\n• [ff0000]UNABLE TO USE DURING COMBAT.[-]\n[ff0000]BACKFIRES WITHOUT PLACED BEDROLL[-]",,,,,,,,,,,,,,
scroll_TeleportLandclaim,items,Book,,,"Teleport: Landclaim [d7dce4]Scroll[-] ([ae92d5]{cvar(.scrollTeleportLandclaimCD:0.0)}[-])",,,,,,,,,,,,,,
scroll_TeleportLandclaimDesc,items,Book,,,"Recite the incantation on this Scroll to draw on Arcane forces to Teleport you to your Landclaim Block. This taxing process takes time and will leave you vulnerable.\n• [ae92d5]Teleport[-]: Landclaim\n• [ae92d5]Cost[-]: 100% Remaining Spirit\n• [ae92d5]Cooldown[-]: 15 Minutes\n• [ae92d5]Time Remaining[-]: {cvar(.scrollTeleportLandclaimCD:0.0)} Minute(s)\n• [ff0000]UNABLE TO USE DURING COMBAT.[-]\n[ff0000]BACKFIRES WITHOUT PLACED LANDCLAIM[-]",,,,,,,,,,,,,,
scroll_TeleportBackpack,items,Book,,,"Teleport: Backpack [d7dce4]Scroll[-] ([ae92d5]{cvar(.scrollTeleportBackpackCD:0.0)}[-])",,,,,,,,,,,,,,
scroll_TeleportBackpackDesc,items,Book,,,"Recite the incantation on this Scroll to draw on Arcane forces to Teleport you to your Backpack last dropped on death. This taxing process takes time and will leave you vulnerable.\n• [ae92d5]Teleport[-]: Backpack\n• [ae92d5]Cost[-]: 100% Remaining Spirit\n• [ae92d5]Cooldown[-]: 15 Minutes\n• [ae92d5]Time Remaining[-]: {cvar(.scrollTeleportBackpackCD:0.0)} Minute(s)\n• [ff0000]UNABLE TO USE DURING COMBAT.[-]\n[ff0000]BACKFIRES WITHOUT DEATH BACKPACK[-]",,,,,,,,,,,,,,
scroll_ConjurePortalArcaneTrader,items,Book,,,"Portal: Arcane Trader [e3bb70]Scroll[-] ([ae92d5]{cvar(.scrollConjurePortalArcaneTraderCD:0.0)}[-])",,,,,,,,,,,,,,
scroll_ConjurePortalArcaneTraderDesc,items,Book,,,"Recite the incantation on this Scroll to draw on Arcane forces to Conjure forth a Portal leading to your first Arcane Trader location. This Portal will last a short while and may be used by others.\n• [ae92d5]Teleport[-]: First Arcane Trader\n• [ae92d5]Cooldown[-]: 15 Minutes\n• [ae92d5]Time Remaining[-]: {cvar(.scrollConjurePortalArcaneTraderCD:0.0)} Minute(s)\n• [ff0000]UNABLE TO USE DURING COMBAT.[-]",,,,,,,,,,,,,,
scroll_ConjurePortalMundaneTrader,items,Book,,,"Portal: Mundane Trader [e3bb70]Scroll[-] ([ae92d5]{cvar(.scrollConjurePortalMundaneTraderCD:0.0)}[-])",,,,,,,,,,,,,,
scroll_ConjurePortalMundaneTraderDesc,items,Book,,,"Recite the incantation on this Scroll to draw on Arcane forces to Conjure forth a Portal leading to your first Mundane Trader location. This Portal will last a short while and may be used by others.\n• [ae92d5]Teleport[-]: First Mundane Trader\n• [ae92d5]Cooldown[-]: 15 Minutes\n• [ae92d5]Time Remaining[-]: {cvar(.scrollConjurePortalMundaneTraderCD:0.0)} Minute(s)\n• [ff0000]UNABLE TO USE DURING COMBAT.[-]",,,,,,,,,,,,,,
scroll_ConjureStarterItems,items,Book,,,"[e3bb70]DEV[-] Conjure Starter Items",,,,,,,,,,,,,,
scroll_ConjureStarterItemsDesc,items,Book,,,"Conjure start items for play testing: Full Arcane Sorcerer Set, Potions and Resources.",,,,,,,,,,,,,,
scroll_Silence,items,Book,,,"Silence Fallen [e3bb70]Scroll[-]",,,,,,,,,,,,,,
scroll_SilenceDesc,items,Book,,,"Recite the incantation on this Scroll to enchant [ae92d5]Weapons, Tools[-] with the power to Silence Fallen Sorcerers, preventing Healing and Summoning for a time.\n• [ae92d5]Enchantment[-]: Silence Fallen\n• [ae92d5]Base Duration[-]: 5 Minutes\n• [ae92d5]Proc Chance[-]: 30% Per Attack\n\n[I][d1d1d1]Duration extended by Scroll Mastery. Scrolls imbue Sorcerers with powerful Enchantments, while some even Conjure items.[-][/I]",,,,,,,,,,,,,,

incantation_Recall,items,Book,,,"Recall [ae92d5]Incantation[-] ([ae92d5]{cvar(.incantationRecallCD:0.0)}[-])",,,,,,,,,,,,,,
incantation_RecallDesc,items,Book,,,"Recite this Incantation to draw on Arcane forces to Teleport you to your Bedroll. This taxing process takes time and will leave you vulnerable.\n• [ae92d5]Teleport[-]: Bedroll\n• [ae92d5]Cost[-]: 100% Remaining Spirit\n• [ae92d5]Cooldown[-]: 60 Minutes\n• [ae92d5]Time Remaining[-]: {cvar(.incantationRecallCD:0.0)} Minute(s)\n[I][d1d1d1]Incantations are powerful, infinite-use, Spells requiring time to recharge.[-][/I]\n• [ff0000]UNABLE TO USE DURING COMBAT.[-]\n[ff0000]UNPREDICTABLE WITHOUT PLACED BEDROLL[-]",,,,,,,,,,,,,,
incantation_SummonOmniPack,items,Book,,,"[ae92d5]Summon[-]: Omni Pack ([ae92d5]{cvar(.summonFamiliarOmniPack_Cooldown:0.0)}[-])",,,,,,,,,,,,,,
incantation_SummonOmniPackDesc,items,Book,,,"Recite this Incantation to Summon a Pack of Omni Familiars!\n• [ae92d5]Summon[-] Familiars: [36dc2a]Primary[-] (Spirit: [ae92d5]-100[-])\n• [ae92d5]Despawn[-] Familiars: [407fff]Secondary[-]\n• [ae92d5]Cooldown[-]: 15 Minutes | Remaining: [ae92d5]{cvar(.summonFamiliarOmniPack_Cooldown:0.0)}[-]\n• [ae92d5]Duration[-]: 2 Minutes\n[36dc2a]Primary[-]: Left Click, [407fff]Secondary[-]: Right Click\n[I][d1d1d1]Quality based on Scroll Mastery. Incantations are powerful, infinite-use, Spells requiring time to recharge.[-][/I]",,,,,,,,,,,,,,
incantation_SummonElementalOmni,items,Book,,,"[ae92d5]Summon[-]: Omni Elemental ([ae92d5]{cvar(.summonElementalOmni_Cooldown:0.0)}[-])",,,,,,,,,,,,,,
incantation_SummonElementalOmniDesc,items,Book,,,"Recite this Incantation to Summon an immortal Omni Elemental!\n• [ae92d5]Summon[-] Omni Elemental: [36dc2a]Primary[-] (Spirit: [ae92d5]-100[-])\n• [ae92d5]Despawn[-] Elemental: [407fff]Secondary[-]\n• [ae92d5]Cooldown[-]: 15 Minutes | Remaining: [ae92d5]{cvar(.summonElementalOmni_Cooldown:0.0)}[-]\n• [ae92d5]Duration[-]: 2 Minutes\n[36dc2a]Primary[-]: Left Click, [407fff]Secondary[-]: Right Click\n[I][d1d1d1]Quality based on Scroll Mastery. Incantations are powerful, infinite-use, Spells requiring time to recharge.[-][/I]",,,,,,,,,,,,,,

questMasterSorcery,items,Sorcery Quest,,,Sorcery Quest,"This is a Sorcery Quest Item. Read it to initiate a Sorcerer Quest.",,,,,,,,,,,,,, 
q_sorceryIntro,items,Sorcery Quest,,,"Sorcery, The Awakening",,,,,,,,,,,,,, 
q_sorceryIntroDesc,items,"Sorcery Quest",,,"You sense something very different in the world. You feel... very different. Read this ominous letter to discover what the hell's going on.",,,,,,,,,,,,,, 
q_sorceryIntroGuide,items,"Sorcery Quest",,,"Journal of Elements",,,,,,,,,,,,,, 
q_sorceryIntroGuideDesc,items,"Sorcery Quest",,,"Knowing of the inevitable dangers ahead, Altin compiled [ae92d5]Journals[-] of his studies and [ae92d5]Elixirs[-] of Elemental skill to aid a successor. He knew this would be necessary in the event of an untimely demise...\n\nYour path to becoming a Sorcerer starts here.",,,,,,,,,,,,,, 
q_sorceryIntroGuide_Fire,items,"Sorcery Quest",,,"Journal of Fire Knowledge",,,,,,,,,,,,,, 
q_sorceryIntroGuide_FireDesc,items,"Sorcery Quest",,,"Knowing of the inevitable dangers ahead, Altin compiled a [ae92d5]Journal of Fire Knowledge[-] containing his studies of Fire Sorcery to aid a successor. He knew this would be necessary in the event of an untimely demise...\nYour path to becoming a Fire Sorcerer starts here.\n[I][36dc2a]Requires Fire Skill Elixir to use. Master Sorcerers are capable of learning multiple elements.[-][/I]",,,,,,,,,,,,,, 
q_sorceryIntroGuide_Ice,items,"Sorcery Quest",,,"Journal of Ice Knowledge",,,,,,,,,,,,,, 
q_sorceryIntroGuide_IceDesc,items,"Sorcery Quest",,,"Knowing of the inevitable dangers ahead, Altin compiled a [ae92d5]Journal of Ice Knowledge[-] containing his studies of Ice Sorcery to aid a successor. He knew this would be necessary in the event of an untimely demise...\nYour path to becoming an Ice Sorcerer starts here.\n[I][36dc2a]Requires Ice Skill Elixir to use. Master Sorcerers are capable of learning multiple elements.[-][/I]",,,,,,,,,,,,,, 
q_sorceryIntroGuide_Lightning,items,"Sorcery Quest",,,"Journal of Lightning Knowledge",,,,,,,,,,,,,, 
q_sorceryIntroGuide_LightningDesc,items,"Sorcery Quest",,,"Knowing of the inevitable dangers ahead, Altin compiled a [ae92d5]Journal of Lightning Knowledge[-] containing his studies of Lightning Sorcery to aid a successor. He knew this would be necessary in the event of an untimely demise...\nYour path to becoming a Lightning Sorcerer starts here.\n[I][36dc2a]Requires Lightning Skill Elixir to use. Master Sorcerers are capable of learning multiple elements.[-][/I]",,,,,,,,,,,,,, 
q_sorceryFallen_Fire,items,"Sorcery Quest",,,"Fire Fallen [ae92d5]Summoning[-]",,,,,,,,,,,,,, 
q_sorceryFallen_FireDesc,items,"Sorcery Quest",,,"Summoning forth [ae92d5]Fallen[-] Fire Sorcerers is a dangerous feat that should never be attempted unprepared. Consumed by power and full of rage, [ae92d5]The Fallen[-] will stop at nothing to achieve total ascendancy by awakening their masters. Perform the [ae92d5]Summoning Ritual[-] inscribed here if you're up to the task. It can be quite rewarding, after all!\n\n[I][d1d1d1]Sorcerer Ravenflame[-][/I]",,,,,,,,,,,,,,
q_sorceryFallen_Ice,items,"Sorcery Quest",,,"Ice Fallen [ae92d5]Summoning[-]",,,,,,,,,,,,,, 
q_sorceryFallen_IceDesc,items,"Sorcery Quest",,,"Summoning forth [ae92d5]Fallen[-] Ice Sorcerers is a dangerous feat that should never be attempted unprepared. Consumed by power and full of rage, [ae92d5]The Fallen[-] will stop at nothing to achieve total ascendancy by awakening their masters. Perform the [ae92d5]Summoning Ritual[-] inscribed here if you're up to the task. It can be quite rewarding, after all!\n\n[I][d1d1d1]Sorcerer Kormai[-][/I]",,,,,,,,,,,,,,
q_sorceryFallen_Lightning,items,"Sorcery Quest",,,"Lightning Fallen [ae92d5]Summoning[-]",,,,,,,,,,,,,, 
q_sorceryFallen_LightningDesc,items,"Sorcery Quest",,,"Summoning forth [ae92d5]Fallen[-] Lightning Sorcerers is a dangerous feat that should never be attempted unprepared. Consumed by power and full of rage, [ae92d5]The Fallen[-] will stop at nothing to achieve total ascendancy by awakening their masters. Perform the [ae92d5]Summoning Ritual[-] inscribed here if you're up to the task. It can be quite rewarding, after all!\n\n[I][d1d1d1]Sorcerer Ivanos[-][/I]",,,,,,,,,,,,,,
q_sorceryFallen_Trio,items,"Sorcery Quest",,,"Fallen Trio [ae92d5]Summoning[-]",,,,,,,,,,,,,, 
q_sorceryFallen_TrioDesc,items,"Sorcery Quest",,,"Summoning forth The [ae92d5]Fallen Trio[-] is an extremely dangerous feat that should never be attempted unprepared. Consumed by power and full of rage, these [ae92d5]Fallen Sisters[-] will stop at nothing to achieve total ascendancy by awakening their masters. Perform the [ae92d5]Summoning Ritual[-] inscribed here if you're up to the task. It can be quite rewarding, after all! [I][d1d1d1]Sorcerer Dragoness[-][/I]\n• [d7dce4]Supporter Item[-]: Lootable, Key Unlocks Crafting",,,,,,,,,,,,,,
q_sorcerySkillGrimoire,items,"Sorcery Quest",,,"Skill [e3bb70]Grimoire[-]",,,,,,,,,,,,,, 
q_sorcerySkillGrimoireDesc,items,"Sorcery Quest",,,"Invaluable to a [I]Black Market Merchant[/I], this blood infused Grimoire may be offered in exchange for permanent power:\n• Gain: [ae92d5]+1 Skill Point[-]\n\n[I][d1d1d1]Who knows what dark shit they do with it... power is power, right? You can't survive off morals alone!  --Sorcerer Ivanos[-][/I]",,,,,,,,,,,,,,
qDEV_sorcerySkillGrimoire,items,"Sorcery Quest",,,"[9F0000]DEV[-] Grants 100 Skill Points",,,,,,,,,,,,,, 
qDEV_sorcerySkillGrimoireDesc,items,"Sorcery Quest",,,"Developer item grants +100 Skill Points.",,,,,,,,,,,,,,
questSorcerySupplies,items,Quest,,,"Sorcerer Altin's Stash",,,,,,,,,,,,,,
questSorcerySuppliesDesc,items,Quest,,,"The Arcane Trader asked me to retrieve this from her creepy cellar.",,,,,,,,,,,,,,

rune_DeepPocket,item_modifiers,mod,,,"Deep Pocket [d7dce4]Rune[-]*",,,,,,,,,,,,,,
rune_DeepPocketDesc,item_modifiers,mod,,,"Invoke the Deep Pocket Runeword to imbue [ae92d5]Armor and Clothing[-] with deeper pockets, increasing your carrying capacity.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Deep Pocket[-]: +2 Carry Capacity\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeDeepPocket_degradeDisplay:0.0)}%[-]\n• [d7dce4]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_DeeperPocket,item_modifiers,mod,,,"Deeper Pocket [e3bb70]Rune[-]*",,,,,,,,,,,,,,
rune_DeeperPocketDesc,item_modifiers,mod,,,"Invoke the Deeper Pocket Runeword to imbue [ae92d5]Armor and Clothing[-] with deeper pockets, largely increasing your carrying capacity.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Deeper Pocket[-]: +4 Carry Capacity\n• [e3bb70]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeDeeperPocket_degradeDisplay:0.0)}%[-]\n• [e3bb70]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_Recall,item_modifiers,mod,,,"Recall [e3bb70]Rune[-]",,,,,,,,,,,,,,
rune_RecallDesc,item_modifiers,mod,,,"Invoke the Recall Runeword to imbue a [ae92d5]Spellcast, Wand, Staff Weapon[-] with the power to return you home.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Recall[-]: Teleport to Bedroll\n• [e3bb70]Activate[-]: Press F | Hold F Multiple\n• [e3bb70]Burden[-]: Spirit Cost Per Use [ae92d5]100%[-]\n• [e3bb70]Degradation[-]: Durability Cost Per Use [ae92d5]x{cvar(.runeRecall_degrade:0.0)}[-]\n\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_Traveler,item_modifiers,mod,,,"Traveler [d7dce4]Rune[-]",,,,,,,,,,,,,,
rune_TravelerDesc,item_modifiers,mod,,,"Invoke the Traveler Runeword to imbue [ae92d5]Foot Armor[-] with the power of Speed, increasing your Run Speed outside of combat.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Traveler[-]: Increased Run Speed\n• [d7dce4]Effectiveness[-]: [ae92d5]+{cvar(.runeTravelerDisplay:0.0)}%[-] Run Speed\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeTraveler_degradeDisplay:0.0)}%[-]\n\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_ArcaneVision,item_modifiers,mod,,,"Arcane Vision [e3bb70]Rune[-]",,,,,,,,,,,,,,
rune_ArcaneVisionDesc,item_modifiers,mod,,,"Invoke the Arcane Vision Runeword, enabling [ae92d5]Sorcerer Shades[-] to see through the shadows and detect arcane entities!\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Arcane Vision[-]: Night Vision, Detect Arcane\n• [e3bb70]Effectiveness[-]: Detect Arcane Range [ae92d5]{cvar(.runeArcaneVision:0)}[-]\n• [e3bb70]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeArcaneVision_burden_d:0)}%[-]\n• [e3bb70]Degradation[-]: Degrade Rate [ae92d5]x{cvar(.runeArcaneVision_degrade:0.0)}[-]\n[I][d1d1d1]Activates as needed. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_LockShatter,item_modifiers,mod,,,"Lock Shatter [d7dce4]Rune[-]",,,,,,,,,,,,,,
rune_LockShatterDesc,item_modifiers,mod,,,"Invoke the Lock Shatter Runeword to imbue a [ae92d5]Weapon or Tool[-] with Lock Shattering power.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Lock Shatter[-]: Safe and Chest Locks\n• [ae92d5]Effectiveness[-]: [ae92d5]x{cvar(.runeLockShatter:0.0)}[-]\n• [ae92d5]Burden[-]: Spirit Cost Per Use [ae92d5]{cvar(.runeLockShatter_burden:0)}[-]\n• [ae92d5]Degradation[-]: Durability Cost Per Use [ae92d5]x{cvar(.runeLockShatter_degrade:0.0)}[-]\n\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_DoorShatter,item_modifiers,mod,,,"Door Shatter [d7dce4]Rune[-]",,,,,,,,,,,,,,
rune_DoorShatterDesc,item_modifiers,mod,,,"Invoke the Door Shatter Runeword to imbue a [ae92d5]Weapon or Tool[-] with Door Shattering power.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Door Shatter[-]: Secure Doors\n• [ae92d5]Effectiveness[-]: [ae92d5]x{cvar(.runeDoorShatter:0.0)}[-]\n• [ae92d5]Burden[-]: Spirit Cost Per Use [ae92d5]{cvar(.runeDoorShatter_burden:0)}[-]\n• [ae92d5]Degradation[-]: Durability Cost Per Use [ae92d5]x{cvar(.runeDoorShatter_degrade:0.0)}[-]\n\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_SpellLight,item_modifiers,mod,,,"Spell Light [ae92d5]Rune[-]",,,,,,,,,,,,,,
rune_SpellLightDesc,item_modifiers,mod,,,"Invoke the Spell Light Runeword, enabling [ae92d5]Armor[-] to stealthily Illuminate your surroundings... let the mundane keep their Torches!\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Spell Light[-]: Undetectable Illumination\n• [ae92d5]Effectiveness[-]: Light Range [ae92d5]{cvar(.runeSpellLight:0)}[-]\n• [ae92d5]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeSpellLight_burden_d:0)}%[-]\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]x{cvar(.runeSpellLight_degrade:0.0)}[-]\n[I][d1d1d1]Activates as needed. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_LuckyAmmo,item_modifiers,mod,,,"Lucky Ammo [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_LuckyAmmoDesc,item_modifiers,mod,,,"Invoke the Lucky Ammo Runeword to imbue [ae92d5]Armor and Clothing[-] with the power of Luck, increasing the amount of Ammo you find.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Lucky Ammo[-]: Increased Ammo Loot\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeLuckyAmmoDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeLuckyAmmo_degradeDisplay:0.0)}%[-]\n• [ae92d5]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_LuckyDukes,item_modifiers,mod,,,"Lucky Dukes [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_LuckyDukesDesc,item_modifiers,mod,,,"Invoke the Lucky Dukes Runeword to imbue [ae92d5]Armor and Clothing[-] with the power of Luck, increasing the amount of Dukes you find.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Lucky Dukes[-]: Increased Dukes Loot\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeLuckyDukesDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeLuckyDukes_degradeDisplay:0.0)}%[-]\n• [ae92d5]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_LuckySpells,item_modifiers,mod,,,"Lucky Spells [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_LuckySpellsDesc,item_modifiers,mod,,,"Invoke the Lucky Spells Runeword to imbue [ae92d5]Armor and Clothing[-] with the power of Luck, increasing the amount of Spells you find.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Lucky Spells[-]: Increased Spells Loot\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeLuckySpellsDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeLuckySpells_degradeDisplay:0.0)}%[-]\n• [ae92d5]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_LuckyPotions,item_modifiers,mod,,,"Lucky Potions [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_LuckyPotionsDesc,item_modifiers,mod,,,"Invoke the Lucky Potions Runeword to imbue [ae92d5]Armor and Clothing[-] with the power of Luck, increasing the amount of Potions you find.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Lucky Potions[-]: Increased Potions Loot\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeLuckyPotionsDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeLuckyPotions_degradeDisplay:0.0)}%[-]\n• [ae92d5]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_LuckyScrolls,item_modifiers,mod,,,"Lucky Scrolls [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_LuckyScrollsDesc,item_modifiers,mod,,,"Invoke the Lucky Scrolls Runeword to imbue [ae92d5]Armor and Clothing[-] with the power of Luck, increasing the amount of Scrolls you find.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Lucky Scrolls[-]: Increased Scrolls Loot\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeLuckyScrollsDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeLuckyScrolls_degradeDisplay:0.0)}%[-]\n• [ae92d5]Stacking[-]: Multiple Runes and Effects Stack\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_AugmentXP,item_modifiers,mod,,,"Augment XP [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_AugmentXPDesc,item_modifiers,mod,,,"Invoke the Augment XP Runeword to imbue [ae92d5]Armor and Clothing[-] with the power to grant increased experience gains. [I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Rune Ability[-]: All Experience Increased by [ae92d5]+{cvar(.runeAugmentXPDisplay:0)}%[-]\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeAugmentXPDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Burden[-]: Spirit Cost Per Use [ae92d5]-{cvar(.runeAugmentXP_burden:0)}[-]\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeAugmentXP_degradeDisplay:0.0)}%[-]\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Runes and Effects Stack. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_AugmentMining,item_modifiers,mod,,,"Augment Mining [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_AugmentMiningDesc,item_modifiers,mod,,,"Invoke the Augment Mining Runeword to imbue [ae92d5]Tools and Staves[-] with increased damage against Ore and Stone. [I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Rune Ability[-]: Ore + Stone Damage Increased by [ae92d5]+{cvar(.runeAugmentMiningDisplay:0)}%[-]\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeAugmentMiningDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Burden[-]: Spirit Cost Per Use [ae92d5]-{cvar(.runeAugmentMining_burden:0.0)}[-]\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeAugmentMining_degradeDisplay:0.0)}%[-]\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Runes and Effects Stack. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_AugmentDigging,item_modifiers,mod,,,"Augment Digging [ae92d5]Rune[-]*",,,,,,,,,,,,,,
rune_AugmentDiggingDesc,item_modifiers,mod,,,"Invoke the Augment Digging Runeword to imbue [ae92d5]Tools and Staves[-] with increased damage against Dirt and Earth. [I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Rune Ability[-]: Dirt + Earth Damage Increased by [ae92d5]+{cvar(.runeAugmentDiggingDisplay:0)}%[-]\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeAugmentDiggingDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Burden[-]: Spirit Cost Per Use [ae92d5]-{cvar(.runeAugmentDigging_burden:0.0)}[-]\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeAugmentDigging_degradeDisplay:0.0)}%[-]\n*[36dc2a]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Runes and Effects Stack. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_AugmentLogging,item_modifiers,mod,,,"Augment Logging [ae92d5]Rune[-]*",,,,,,,,,,,,,,
